movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,average_rating,rating_std,number_of_ratings
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,1.7320508075688772,3
31,Dangerous Minds (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.1842105263157894,0.9892739122203291,38
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1995,3.983050847457627,0.7903866737178423,177
34,Babe (1995),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.65234375,1.0415739788159346,128
36,Dead Man Walking (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.8358208955223883,0.943028887461601,67
38,It Takes Two (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.125,0.8539125638299665,4
39,Clueless (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,3.293269230769231,1.0371979076466489,104
40,"Cry, the Beloved Country (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,4.25,1.0606601717798212,2
41,Richard III (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,3.7,0.6761234037828133,15
42,Dead Presidents (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,0.816496580927726,7
43,Restoration (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.1875,0.6512350903146595,8
44,Mortal Kombat (1995),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,2.5434782608695654,1.0843640581594445,46
45,To Die For (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,3.3125,0.8303710791159927,32
46,How to Make an American Quilt (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.066666666666667,1.178174536346478,15
47,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,3.9753694581280787,0.9224291201153795,203
48,Pocahontas (1995),0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1995,3.1470588235294117,1.0546939271988995,68
49,When Night Is Falling (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.0,,1
50,"Usual Suspects, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,4.237745098039215,0.8009211530017211,204
52,Mighty Aphrodite (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.4642857142857144,0.8705954904182011,28
53,Lamerica (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,5.0,0.0,2
54,"Big Green, The (1995)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.3333333333333335,1.5275252316519468,3
55,Georgia (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,,1
57,Home for the Holidays (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.0625,0.8634441002668987,8
58,"Postman, The (Postino, Il) (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994,4.027027027027027,0.9200388423710553,37
60,"Indian in the Cupboard, The (1995)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,3.235294117647059,1.0242165824878726,34
61,Eye for an Eye (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,3.75,0.8803408430829505,6
62,Mr. Holland's Opus (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.70625,1.0484882124495105,80
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.7142857142857144,1.14953406710222,7
64,Two if by Sea (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2.2,0.8366600265340756,5
65,Bio-Dome (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.532258064516129,1.0562156019721836,31
66,Lawnmower Man 2: Beyond Cyberspace (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996,2.5,1.118033988749895,9
68,French Twist (Gazon maudit) (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,3.4,1.140175425099138,5
69,Friday (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.775,0.89552983434977,20
70,From Dusk Till Dawn (1996),1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996,3.5090909090909093,1.0160330862345146,55
71,Fair Game (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.7,0.4472135954999579,5
72,Kicking and Screaming (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.2142857142857144,1.2863754913562,7
73,"Misérables, Les (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,3.4615384615384617,0.6910601294852007,13
74,Bed of Roses (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996,4.0,0.7559289460184544,8
75,Big Bully (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,2.2,1.0954451150103324,5
76,Screamers (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,3.4,1.1982129550769702,15
77,Nico Icon (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,,1
78,"Crossing Guard, The (1995)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,3.3333333333333335,0.5773502691896258,3
79,"Juror, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,2.764705882352941,1.200490095997562,17
80,"White Balloon, The (Badkonake sefid) (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,4.0,0.0,2
81,Things to Do in Denver When You're Dead (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.107142857142857,0.7640623068776583,14
82,Antonia's Line (Antonia) (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.875,1.4820352800890308,8
83,Once Upon a Time... When We Were Colored (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.0,,1
85,Angels and Insects (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.857142857142857,1.5735915849388864,7
86,White Squall (1996),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,3.966666666666667,0.7668736780560658,15
87,Dunston Checks In (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.5,0.957427107756338,7
88,Black Sheep (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.15625,1.1792476415070754,16
89,Nick of Time (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,3.25,0.754615428178118,10
92,Mary Reilly (1996),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1996,2.625,1.0264362759428507,8
93,Vampire in Brooklyn (1995),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1995,2.8333333333333335,1.0307764064044151,9
94,Beautiful Girls (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996,3.95,0.4972144630058766,10
95,Broken Arrow (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,3.0238095238095237,1.0146658358604672,84
96,In the Bleak Midwinter (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.5,,1
97,"Hate (Haine, La) (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.9,0.7378647873726218,10
99,Heidi Fleiss: Hollywood Madam (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,5.0,0.0,2
100,City Hall (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,2.7857142857142856,0.699293206753068,14
101,Bottle Rocket (1996),0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,3.782608695652174,1.0425720702853738,23
102,Mr. Wrong (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.4,1.9493588689617927,5
103,Unforgettable (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1996,3.0,0.0,3
104,Happy Gilmore (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.4393939393939394,0.9930182995434678,99
105,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.282608695652174,0.8504823091062899,23
106,Nobody Loves Me (Keiner liebt mich) (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,4.0,,1
107,Muppet Treasure Island (1996),0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,3.326923076923077,0.9267395285872693,26
108,Catwalk (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,4.0,,1
110,Braveheart (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,4.031645569620253,0.9677263634544532,237
111,Taxi Driver (1976),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1976,4.105769230769231,0.8204695462511792,104
112,Rumble in the Bronx (Hont faan kui) (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.5434782608695654,0.9299109094514959,46
113,Before and After (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1996,3.3333333333333335,0.5773502691896258,3
116,Anne Frank Remembered (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.9,1.02469507659596,5
117,"Young Poisoner's Handbook, The (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,,1
118,If Lucy Fell (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2.5,0.7071067811865476,2
119,"Steal Big, Steal Little (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,0.0,2
121,"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,4.0,0.0,2
122,Boomerang (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,2.65625,0.7238496621076322,16
123,Chungking Express (Chung Hing sam lam) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1994,4.375,0.9464847243000456,4
125,Flirting With Disaster (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.5833333333333335,1.2583057392117918,12
126,"NeverEnding Story III, The (1994)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,2.0,0.816496580927726,7
128,Jupiter's Wife (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.0,,1
129,Pie in the Sky (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,2.0,,1
132,Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,2.8333333333333335,0.752772652709081,6
135,Down Periscope (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2.9516129032258065,1.0275767506588613,31
137,Man of the Year (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,,1
140,Up Close and Personal (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996,3.5,0.6831300510639732,16
141,"Birdcage, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,3.494186046511628,0.8418962701457717,86
144,"Brothers McMullen, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.3333333333333335,0.8616404368553291,12
145,Bad Boys (1995),1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,3.2450980392156863,0.8623952053415409,51
146,"Amazing Panda Adventure, The (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.3333333333333335,0.5773502691896258,3
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.466666666666667,0.8549575316659775,15
148,"Awfully Big Adventure, An (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,5.0,,1
149,Amateur (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1994,2.0,,1
150,Apollo 13 (1995),0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1995,3.845771144278607,0.8766952306036482,201
151,Rob Roy (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1995,3.5454545454545454,0.9512426500536989,44
152,"Addiction, The (1995)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1995,1.5,0.7071067811865476,2
153,Batman Forever (1995),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.9160583941605838,0.90458257977029,137
154,Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967,3.875,0.6077155435054972,12
155,Beyond Rangoon (1995),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995,2.4166666666666665,1.3570801990548187,6
156,Blue in the Face (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.3333333333333335,1.1547005383792515,3
157,Canadian Bacon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995,2.8636363636363638,1.0975178606954215,11
158,Casper (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.806451612903226,1.1138282776292474,62
159,Clockers (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1995,2.892857142857143,0.923591889322323,14
160,Congo (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1995,2.8771929824561404,1.0276564086481381,57
161,Crimson Tide (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1995,3.6359223300970873,0.8778152881915151,103
162,Crumb (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,4.205882352941177,0.6388178420286317,17
163,Desperado (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1995,3.5606060606060606,0.9942726429798261,66
164,Devil in a Blue Dress (1995),0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1995,3.3214285714285716,0.7747739833491605,14
165,Die Hard: With a Vengeance (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,3.5555555555555554,0.92197551488033,144
166,"Doom Generation, The (1995)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,2.8333333333333335,1.2583057392117916,3
168,First Knight (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.0833333333333335,1.298584134631631,54
169,Free Willy 2: The Adventure Home (1995),0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,2.4,0.9944289260117533,10
170,Hackers (1995),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,3.2285714285714286,0.9183013181545423,35
171,Jeffrey (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.8333333333333335,0.983192080250175,6
172,Johnny Mnemonic (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,2.6792452830188678,1.070111153566272,53
173,Judge Dredd (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,2.6693548387096775,1.0280633886301838,62
174,Jury Duty (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.7,1.4757295747452437,10
175,Kids (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.975,0.7517523388373117,20
176,Living in Oblivion (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.3076923076923075,0.5219539227133918,13
177,Lord of Illusions (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,2.75,1.164964745021435,8
178,Love & Human Remains (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993,1.0,,1
179,Mad Love (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,1.5,0.7071067811865476,2
180,Mallrats (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,3.4027777777777777,0.9244260338520828,36
181,Mighty Morphin Power Rangers: The Movie (1995),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.264705882352941,1.1607870048325986,17
183,Mute Witness (1994),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1994,3.5,0.7071067811865476,2
184,Nadja (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,3.5,0.7071067811865476,2
185,"Net, The (1995)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,3.0401785714285716,1.037882444126004,112
186,Nine Months (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,2.8229166666666665,1.074311176310709,48
187,Party Girl (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,4.125,0.8539125638299665,4
188,"Prophecy, The (1995)",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1995,3.4583333333333335,1.0103629710818451,12
189,Reckless (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,3.0,,1
190,Safe (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,2.8,1.4832396974191326,5
191,"Scarlet Letter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,2.4166666666666665,1.4288690166235205,6
193,Showgirls (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,2.4714285714285715,1.01418510567422,35
194,Smoke (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.6666666666666665,1.2718675476729209,18
195,Something to Talk About (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.1,1.2649110640673518,10
196,Species (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1995,2.6666666666666665,0.9170109546287282,45
198,Strange Days (1995),1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1995,3.25,0.927960727138337,28
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1964,4.125,0.8539125638299665,4
201,Three Wishes (1995),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1995,3.0,,1
202,Total Eclipse (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.0,,1
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.4318181818181817,0.7912535946725622,22
204,Under Siege 2: Dark Territory (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.716666666666667,1.127121244077395,30
205,Unstrung Heroes (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.1666666666666665,0.6123724356957945,9
206,Unzipped (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,1.4142135623730951,2
207,"Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.4285714285714284,1.0872639316848771,21
208,Waterworld (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,2.9130434782608696,0.9557326333834747,115
209,White Man's Burden (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.1666666666666665,0.7637626158259733,3
210,Wild Bill (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,3.0,0.816496580927726,4
211,"Browning Version, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,3.5,0.7071067811865476,2
212,Bushwhacked (1995),0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,3.0,1.3228756555322954,3
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,3.8333333333333335,1.807392228230128,6
214,Before the Rain (Pred dozhdot) (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1994,4.0,0.0,2
215,Before Sunrise (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,4.041666666666667,0.9990937922923461,24
216,Billy Madison (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,3.326530612244898,1.0633624950685288,49
217,"Babysitter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,2.3333333333333335,1.505545305418162,6
218,Boys on the Side (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.4285714285714284,1.0163498575623615,14
219,"Cure, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,3.0,,1
220,Castle Freak (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995,3.0,,1
222,Circle of Friends (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,3.75,1.2382783747337807,16
223,Clerks (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,3.855769230769231,0.9468216554343288,104
